0;1;2;3;4;5;6
"Kruithuisstraat 84
1018 WW  AMSTERDAM";Woonfunctie;104m²;52.3676455;4.9218831;house;
"Kruithuisstraat 86
1018 WW  AMSTERDAM";Woonfunctie;104m²;52.3676453;4.9218831;house;
"Kruithuisstraat 88
1018 WW  AMSTERDAM";Woonfunctie;104m²;52.3676451;4.9218832;house;
"Kruithuisstraat 90
1018 WW  AMSTERDAM";Woonfunctie;104m²;52.3676449;4.9218832;house;
"Kruithuisstraat 92
1018 WW  AMSTERDAM";Woonfunctie;103m²;52.3676447;4.9218833;house;
"Kruithuisstraat 94
1018 WW  AMSTERDAM";Woonfunctie;104m²;52.3676445;4.9218833;house;
"Kruithuisstraat 96
1018 WW  AMSTERDAM";Woonfunctie;103m²;52.3676443;4.9218834;house;
"Kruithuisstraat 98
1018 WW  AMSTERDAM";Woonfunctie;104m²;52.3676441;4.9218834;house;
"Kruithuisstraat 100
1018 WW  AMSTERDAM";Woonfunctie;144m²;52.3676439;4.9218835;house;
"Kruithuisstraat 102
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675213;4.9222955;house;
"Kruithuisstraat 104
1018 WW  AMSTERDAM";Woonfunctie;97m²;52.3675303;4.9222954;house;
"Kruithuisstraat 106
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675393;4.9222954;house;
"Kruithuisstraat 108
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675483;4.9223099;house;
"Kruithuisstraat 110
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675482;4.9223097;house;
"Kruithuisstraat 112
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675573;4.9223098;house;
"Kruithuisstraat 114
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675479;4.9221925;house;
"Kruithuisstraat 116
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675478;4.9221923;house;
"Kruithuisstraat 118
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675477;4.9221921;house;
"Kruithuisstraat 120
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675476;4.922192;house;
"Kruithuisstraat 122
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675475;4.9221918;house;
"Kruithuisstraat 124
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675474;4.9221916;house;
"Kruithuisstraat 126
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675474;4.9221914;house;
"Kruithuisstraat 128
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675473;4.9221913;house;
"Kruithuisstraat 130
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675472;4.9221911;house;
"Kruithuisstraat 132
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675471;4.9221909;house;
"Kruithuisstraat 134
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.367547;4.9221907;house;
"Kruithuisstraat 136
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675469;4.9221905;house;
"Kruithuisstraat 138
1018 WW  AMSTERDAM";Woonfunctie;95m²;52.3675468;4.9221904;house;
"Kruithuisstraat 140
1018 WW  AMSTERDAM";Woonfunctie;96m²;52.3675467;4.9221902;house;
"Kruithuisstraat 142
1018 WW  AMSTERDAM";Woonfunctie;95m²;52.3675299;4.9222074;house;
"Kruithuisstraat 144
1018 WW  AMSTERDAM";Woonfunctie;140m²;52.3675298;4.9222072;house;
"Kruithuisstraat 146
1018 WW  AMSTERDAM";Kantoorfunctie;70m²;52.3674318;4.9223846;house;
"Kruithuisstraat 148
1018 WW  AMSTERDAM";Overige gebruiksfunctie;1m²;52.3673415;4.9222827;house;
"Kruithuisstraat 150
1018 WW  AMSTERDAM";Overige gebruiksfunctie;1m²;52.3672784;4.9222394;house;
"Kruithuisstraat 152
1018 WW  AMSTERDAM";Overige gebruiksfunctie;1m²;52.3672243;4.9221812;house;
"Kruithuisstraat 154
1018 WW  AMSTERDAM";Overige gebruiksfunctie;1m²;52.3671611;4.9221231;house;
"Kruithuisstraat 156
1018 WW  AMSTERDAM";Overige gebruiksfunctie;51m²;52.367098;4.9220797;house;
"Hoogte Kadijk 191
1018 BK  AMSTERDAM";Industriefunctie;55m²;52.3673025;4.921505;house;
"Hoogte Kadijk 193
1018 BK  AMSTERDAM";Winkelfunctie;55m²;52.3672758;4.9215787;house;
"Hoogte Kadijk 195
1018 BK  AMSTERDAM";Kantoorfunctie;55m²;52.3672313;4.9216966;house;
"Hoogte Kadijk 197
1018 BK  AMSTERDAM";Industriefunctie;55m²;52.3672047;4.921785;house;
"Hoogte Kadijk 201
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3672148;4.9220492;house;
"Hoogte Kadijk 203
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.367215;4.9220491;house;
"Hoogte Kadijk 205
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3672238;4.9220637;house;
"Hoogte Kadijk 207
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.367224;4.9220636;house;
"Hoogte Kadijk 209
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3672328;4.9220636;house;
"Hoogte Kadijk 211
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3672328;4.9220783;house;
"Hoogte Kadijk 213
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3672418;4.9220782;house;
"Hoogte Kadijk 215
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3672508;4.9220781;house;
"Hoogte Kadijk 217
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3672509;4.9220928;house;
"Hoogte Kadijk 219
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3672599;4.9220927;house;
"Hoogte Kadijk 221
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.36726;4.9220926;house;
"Hoogte Kadijk 223
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3672689;4.9221073;house;
"Hoogte Kadijk 225
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.367269;4.9221072;house;
"Hoogte Kadijk 227
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3672779;4.9221072;house;
"Hoogte Kadijk 229
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3672869;4.9221218;house;
"Hoogte Kadijk 231
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.367287;4.9221216;house;
"Hoogte Kadijk 233
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3672959;4.9221217;house;
"Hoogte Kadijk 235
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.367296;4.9221364;house;
"Hoogte Kadijk 237
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.367305;4.9221363;house;
"Hoogte Kadijk 239
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3673051;4.9221361;house;
"Hoogte Kadijk 241
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.367314;4.9221509;house;
"Hoogte Kadijk 243
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3673141;4.9221507;house;
"Hoogte Kadijk 245
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.367323;4.9221508;house;
"Hoogte Kadijk 247
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3673321;4.9221654;house;
"Hoogte Kadijk 249
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3673322;4.9221652;house;
"Hoogte Kadijk 249
1018 BK  AMSTERDAM";Woonfunctie;78m²;52.3673322;4.9221652;house;
"Entrepotdok 86
1018 AD  AMSTERDAM";Kantoorfunctie;1166m²;52.3671947;4.919245;house;
"Geschutswerf 1
AMSTERDAM";Overige gebruiksfunctie;1100m²;52.3669272;4.920461;house;
"Geschutswerf 3
1018 AW  AMSTERDAM";Woonfunctie;197m²;52.3668395;4.9203352;house;
"Geschutswerf 5
1018 AW  AMSTERDAM";Woonfunctie;155m²;52.3668396;4.920335;house;
"Geschutswerf 7
1018 AW  AMSTERDAM";Woonfunctie;167m²;52.3668485;4.9203351;house;
"Geschutswerf 9
1018 AW  AMSTERDAM";Woonfunctie;168m²;52.3668486;4.9203498;house;
"Geschutswerf 11
1018 AW  AMSTERDAM";Woonfunctie;155m²;52.3668487;4.9203496;house;
"Geschutswerf 13
1018 AW  AMSTERDAM";Woonfunctie;173m²;52.3668575;4.9203497;house;
"Geschutswerf 15
1018 AW  AMSTERDAM";Woonfunctie;147m²;52.3668576;4.9203495;house;
"Geschutswerf 17
1018 AW  AMSTERDAM";Woonfunctie;213m²;52.3668666;4.9203643;house;
"Geschutswerf 19
1018 AW  AMSTERDAM";Woonfunctie;167m²;52.3668667;4.9203641;house;
"Geschutswerf 21
1018 AW  AMSTERDAM";Woonfunctie;172m²;52.3668668;4.9203639;house;
"Geschutswerf 23
1018 AW  AMSTERDAM";Woonfunctie;167m²;52.3668756;4.9203642;house;
"Geschutswerf 25
1018 AW  AMSTERDAM";Woonfunctie;172m²;52.3668756;4.9203789;house;
"Geschutswerf 27
1018 AW  AMSTERDAM";Woonfunctie;167m²;52.3668846;4.9203788;house;
"Geschutswerf 29
1018 AW  AMSTERDAM";Woonfunctie;184m²;52.3668847;4.9203786;house;
"Geschutswerf 31
1018 AW  AMSTERDAM";Woonfunctie;167m²;52.3668847;4.9203784;house;
"Geschutswerf 33
1018 AW  AMSTERDAM";Woonfunctie;390m²;52.3669025;4.9203639;house;
"Geschutswerf 35
1018 AW  AMSTERDAM";Woonfunctie;160m²;52.3668937;4.9203934;house;
"Geschutswerf 39
1018 AW  AMSTERDAM";Woonfunctie;168m²;52.3669027;4.9203933;house;
"Geschutswerf 41
1018 AW  AMSTERDAM";Woonfunctie;162m²;52.3669027;4.920408;house;
"Geschutswerf 43
1018 AW  AMSTERDAM";Woonfunctie;168m²;52.3669117;4.9204079;house;
"Geschutswerf 45
1018 AW  AMSTERDAM";Woonfunctie;152m²;52.3669118;4.9204077;house;
"Geschutswerf 47
1018 AW  AMSTERDAM";Woonfunctie;180m²;52.3669207;4.9204078;house;
"Geschutswerf 49
1018 AW  AMSTERDAM";Woonfunctie;159m²;52.3669207;4.9204225;house;
"Geschutswerf 51
1018 AW  AMSTERDAM";Woonfunctie;160m²;52.3669208;4.9204223;house;
"Geschutswerf 53
1018 AW  AMSTERDAM";Woonfunctie;159m²;52.3669297;4.9204224;house;
"Geschutswerf 55
1018 AW  AMSTERDAM";Woonfunctie;160m²;52.3669298;4.9204222;house;
"Geschutswerf 57
1018 AW  AMSTERDAM";Woonfunctie;159m²;52.3669388;4.920437;house;
"Geschutswerf 59
1018 AW  AMSTERDAM";Woonfunctie;160m²;52.3669388;4.9204368;house;
"Geschutswerf 61
1018 AW  AMSTERDAM";Woonfunctie;150m²;52.3669389;4.9204366;house;
"Geschutswerf 63
1018 AW  AMSTERDAM";Woonfunctie;175m²;52.3669478;4.9204369;house;
"Geschutswerf 65
1018 AW  AMSTERDAM";Woonfunctie;173m²;52.3669478;4.9204516;house;
"Geschutswerf 67
1018 AW  AMSTERDAM";Woonfunctie;155m²;52.3669568;4.9204515;house;
"Geschutswerf 69
1018 AW  AMSTERDAM";Woonfunctie;173m²;52.3669568;4.9204513;house;
"Geschutswerf 71
1018 AW  AMSTERDAM";Woonfunctie;155m²;52.3669658;4.9204514;house;
"Geschutswerf 73
1018 AW  AMSTERDAM";Woonfunctie;173m²;52.3669659;4.920466;house;
"Geschutswerf 75
1018 AW  AMSTERDAM";Woonfunctie;155m²;52.3669659;4.9204658;house;
"Geschutswerf 77
1018 AW  AMSTERDAM";Woonfunctie;184m²;52.3669748;4.920466;house;
"Geschutswerf 79
1018 AW  AMSTERDAM";Woonfunctie;147m²;52.3669748;4.9204658;house;
"Geschutswerf 81
1018 AW  AMSTERDAM";Woonfunctie;220m²;52.3669839;4.9204805;house;
"Geschutswerf 83
1018 AW  AMSTERDAM";Woonfunctie;246m²;52.3669839;4.9204803;house;
"Geschutswerf 85
1018 AW  AMSTERDAM";Woonfunctie;168m²;52.3669839;4.9204801;house;
"Geschutswerf 87
1018 AW  AMSTERDAM";Woonfunctie;158m²;52.3669929;4.9204804;house;
"Entrepotdok 88
1018 AD  AMSTERDAM";Woonfunctie;246m²;52.366989;4.9204584;house;
"Geschutswerf 89
1018 AW  AMSTERDAM";Woonfunctie;168m²;52.3669929;4.9204951;house;
"Entrepotdok 89
1018 AD  AMSTERDAM";Overige gebruiksfunctie;1m²;52.3670429;4.9194964;house;
"Entrepotdok 90
1018 AD  AMSTERDAM";Overige gebruiksfunctie;1m²;52.3670073;4.91957;house;
"Geschutswerf 91
1018 AW  AMSTERDAM";Woonfunctie;175m²;52.3670019;4.920495;house;
"Entrepotdok 91
1018 AD  AMSTERDAM";Overige gebruiksfunctie;1m²;52.3669806;4.9196437;house;
"Entrepotdok 92
1018 AD  AMSTERDAM";Overige gebruiksfunctie;1m²;52.366945;4.9197321;house;
"Geschutswerf 93
1018 AW  AMSTERDAM";Woonfunctie;173m²;52.3670019;4.9204948;house;
"Entrepotdok 93
1018 AD  AMSTERDAM";Overige gebruiksfunctie;1m²;52.3669183;4.9198058;house;
"Entrepotdok 94
1018 AD  AMSTERDAM";Overige gebruiksfunctie;1m²;52.3668916;4.9198795;house;
"Geschutswerf 95
1018 AW  AMSTERDAM";Woonfunctie;180m²;52.3670019;4.9204946;house;
"Entrepotdok 95
1018 AD  AMSTERDAM";Woonfunctie;390m²;52.3669025;4.920364;house;
"Entrepotdok 96
1018 AD  AMSTERDAM";Overige gebruiksfunctie;1m²;52.3668027;4.9201154;house;
"Entrepotdok 96
1018 AD  AMSTERDAM";Overige gebruiksfunctie;1m²;52.3668027;4.9201154;house;
"Hoogte Kadijk 400
1018 BW  AMSTERDAM";Bijeenkomstfunctie;17798m²;52.3668463;4.922053;house;
"Geschutswerf 14
1018 BX  AMSTERDAM";Bijeenkomstfunctie;205m²;52.3667709;4.9211582;house;
"Geschutswerf 26
1018 BX  AMSTERDAM";Industriefunctie;361m²;52.3662907;4.9224699;house;
"Entrepotdok 110
1018 AD  AMSTERDAM";Woonfunctie;135m²;52.3665359;4.9208376;house;
"Entrepotdok 111
1018 AD  AMSTERDAM";Woonfunctie;174m²;52.366536;4.9208523;house;
"Entrepotdok 112
1018 AD  AMSTERDAM";Woonfunctie;135m²;52.366527;4.9208671;house;
"Entrepotdok 113
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.366527;4.9208673;house;
"Entrepotdok 114
1018 AD  AMSTERDAM";Woonfunctie;127m²;52.3665181;4.9208819;house;
"Entrepotdok 115
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3665182;4.9208965;house;
"Entrepotdok 116
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3665092;4.9209113;house;
"Entrepotdok 117
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3665093;4.920926;house;
"Entrepotdok 118
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3665004;4.9209408;house;
"Entrepotdok 119
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3664914;4.9209556;house;
"Entrepotdok 120
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3664915;4.9209702;house;
"Entrepotdok 121
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3664826;4.920985;house;
"Entrepotdok 122
1018 AD  AMSTERDAM";Woonfunctie;108m²;52.3664826;4.9209997;house;
"Entrepotdok 123
1018 AD  AMSTERDAM";Woonfunctie;107m²;52.3664737;4.9210145;house;
"Entrepotdok 124
1018 AD  AMSTERDAM";Woonfunctie;108m²;52.3664738;4.9210292;house;
"Entrepotdok 125
1018 AD  AMSTERDAM";Woonfunctie;118m²;52.3664648;4.9210439;house;
"Entrepotdok 126
1018 AD  AMSTERDAM";Woonfunctie;211m²;52.3664559;4.9210587;house;
"Entrepotdok 127
1018 AD  AMSTERDAM";Woonfunctie;118m²;52.366456;4.9210734;house;
"Entrepotdok 127
1018 AD  AMSTERDAM";Woonfunctie;118m²;52.366456;4.9210734;house;
"Entrepotdok 128
1018 AD  AMSTERDAM";Woonfunctie;135m²;52.3664382;4.9211323;house;
"Entrepotdok 129
1018 AD  AMSTERDAM";Woonfunctie;135m²;52.3664293;4.9211471;house;
"Entrepotdok 130
1018 AD  AMSTERDAM";Woonfunctie;174m²;52.3664204;4.9211765;house;
"Entrepotdok 131
1018 AD  AMSTERDAM";Woonfunctie;140m²;52.3664205;4.9211912;house;
"Entrepotdok 132
1018 AD  AMSTERDAM";Woonfunctie;140m²;52.3664115;4.921206;house;
"Entrepotdok 133
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3664026;4.9212208;house;
"Entrepotdok 134
1018 AD  AMSTERDAM";Woonfunctie;140m²;52.3664027;4.9212355;house;
"Entrepotdok 135
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3663937;4.9212502;house;
"Entrepotdok 136
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3663848;4.921265;house;
"Entrepotdok 137
1018 AD  AMSTERDAM";Woonfunctie;140m²;52.3663849;4.9212797;house;
"Entrepotdok 138
1018 AD  AMSTERDAM";Woonfunctie;140m²;52.3663759;4.9212945;house;
"Entrepotdok 139
1018 AD  AMSTERDAM";Woonfunctie;140m²;52.366367;4.9213092;house;
"Entrepotdok 140
1018 AD  AMSTERDAM";Woonfunctie;108m²;52.3663671;4.9213239;house;
"Entrepotdok 141
1018 AD  AMSTERDAM";Woonfunctie;107m²;52.3663581;4.9213387;house;
"Entrepotdok 142
1018 AD  AMSTERDAM";Woonfunctie;108m²;52.3663492;4.9213535;house;
"Entrepotdok 143
1018 AD  AMSTERDAM";Woonfunctie;118m²;52.3663493;4.9213682;house;
"Entrepotdok 144
1018 AD  AMSTERDAM";Woonfunctie;211m²;52.3663403;4.9213829;house;
"Entrepotdok 145
1018 AD  AMSTERDAM";Woonfunctie;118m²;52.3663314;4.9213977;house;
"Entrepotdok 145
1018 AD  AMSTERDAM";Woonfunctie;118m²;52.3663314;4.9213977;house;
"Entrepotdok 146
1018 AD  AMSTERDAM";Woonfunctie;135m²;52.3663227;4.9214712;house;
"Entrepotdok 147
1018 AD  AMSTERDAM";Woonfunctie;174m²;52.3663138;4.921486;house;
"Entrepotdok 148
1018 AD  AMSTERDAM";Woonfunctie;135m²;52.3663048;4.9215008;house;
"Entrepotdok 149
1018 AD  AMSTERDAM";Woonfunctie;140m²;52.3663049;4.9215154;house;
"Entrepotdok 150
1018 AD  AMSTERDAM";Woonfunctie;127m²;52.366296;4.9215302;house;
"Entrepotdok 151
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.366287;4.921545;house;
"Entrepotdok 152
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3662871;4.9215597;house;
"Entrepotdok 153
1018 AD  AMSTERDAM";Woonfunctie;122m²;52.3662782;4.9215745;house;
"Entrepotdok 154
1018 AD  AMSTERDAM";Woonfunctie;140m²;52.3662693;4.9216039;house;
"Entrepotdok 155
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3662694;4.9216186;house;
"Entrepotdok 156
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3662604;4.9216334;house;
"Entrepotdok 157
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3662515;4.9216481;house;
"Entrepotdok 158
1018 AD  AMSTERDAM";Woonfunctie;108m²;52.3662516;4.9216628;house;
"Entrepotdok 159
1018 AD  AMSTERDAM";Woonfunctie;107m²;52.3662426;4.9216776;house;
"Entrepotdok 160
1018 AD  AMSTERDAM";Woonfunctie;108m²;52.3662337;4.9216924;house;
"Entrepotdok 161
1018 AD  AMSTERDAM";Woonfunctie;118m²;52.3662338;4.9217071;house;
"Entrepotdok 162
1018 AD  AMSTERDAM";Woonfunctie;211m²;52.3662248;4.9217218;house;
"Entrepotdok 163
1018 AD  AMSTERDAM";Woonfunctie;118m²;52.3662159;4.9217366;house;
"Entrepotdok 163
1018 AD  AMSTERDAM";Woonfunctie;118m²;52.3662159;4.9217366;house;
"Entrepotdok 164
1018 AD  AMSTERDAM";Bijeenkomstfunctie;300m²;52.3661981;4.9217955;house;
"Entrepotdok 165
1018 AD  AMSTERDAM";Woonfunctie;169m²;52.3661982;4.9218102;house;
"Entrepotdok 166
1018 AD  AMSTERDAM";Woonfunctie;157m²;52.3661892;4.9218103;house;
"Entrepotdok 167
1018 AD  AMSTERDAM";Woonfunctie;70m²;52.3661893;4.921825;house;
"Entrepotdok 168
1018 AD  AMSTERDAM";Woonfunctie;70m²;52.3661893;4.9218252;house;
"Entrepotdok 169
1018 AD  AMSTERDAM";Woonfunctie;157m²;52.3661803;4.9218398;house;
"Entrepotdok 170
1018 AD  AMSTERDAM";Woonfunctie;155m²;52.3661804;4.9218544;house;
"Entrepotdok 171
1018 AD  AMSTERDAM";Woonfunctie;70m²;52.3661714;4.9218545;house;
"Entrepotdok 172
1018 AD  AMSTERDAM";Woonfunctie;70m²;52.3661715;4.9218692;house;
"Entrepotdok 173
1018 AD  AMSTERDAM";Woonfunctie;155m²;52.3661715;4.9218694;house;
"Entrepotdok 174
1018 AD  AMSTERDAM";Woonfunctie;160m²;52.3661625;4.921884;house;
"Entrepotdok 175
1018 AD  AMSTERDAM";Woonfunctie;79m²;52.3661626;4.9218987;house;
"Entrepotdok 176
1018 AD  AMSTERDAM";Woonfunctie;79m²;52.3661627;4.9218989;house;
"Entrepotdok 177
1018 AD  AMSTERDAM";Woonfunctie;160m²;52.3661537;4.9219135;house;
"Entrepotdok 178
1018 AD  AMSTERDAM";Woonfunctie;160m²;52.3661537;4.9219281;house;
"Entrepotdok 179
1018 AD  AMSTERDAM";Woonfunctie;79m²;52.3661447;4.9219282;house;
"Entrepotdok 180
1018 AD  AMSTERDAM";Woonfunctie;79m²;52.3661448;4.9219429;house;
"Entrepotdok 181
1018 AD  AMSTERDAM";Woonfunctie;160m²;52.3661449;4.9219431;house;
"Entrepotdok 182
1018 AD  AMSTERDAM";Woonfunctie;132m²;52.3661359;4.9219577;house;
"Entrepotdok 183
1018 AD  AMSTERDAM";Woonfunctie;66m²;52.3661359;4.9219724;house;
"Entrepotdok 184
1018 AD  AMSTERDAM";Woonfunctie;66m²;52.3661269;4.9219725;house;
"Entrepotdok 185
1018 AD  AMSTERDAM";Woonfunctie;132m²;52.366127;4.9219871;house;
"Entrepotdok 186
1018 AD  AMSTERDAM";Woonfunctie;132m²;52.3661272;4.9219872;house;
"Entrepotdok 187
1018 AD  AMSTERDAM";Woonfunctie;66m²;52.3661181;4.9220019;house;
"Entrepotdok 188
1018 AD  AMSTERDAM";Woonfunctie;66m²;52.3661181;4.9220166;house;
"Entrepotdok 189
1018 AD  AMSTERDAM";Woonfunctie;132m²;52.3661183;4.9220166;house;
"Entrepotdok 190
1018 AD  AMSTERDAM";Woonfunctie;102m²;52.3661092;4.9220314;house;
"Entrepotdok 191
1018 AD  AMSTERDAM";Woonfunctie;51m²;52.3661093;4.9220461;house;
"Entrepotdok 192
1018 AD  AMSTERDAM";Woonfunctie;51m²;52.3661003;4.9220462;house;
"Entrepotdok 193
1018 AD  AMSTERDAM";Woonfunctie;102m²;52.3661003;4.9220608;house;
"Entrepotdok 194
1018 AD  AMSTERDAM";Woonfunctie;102m²;52.3661005;4.9220607;house;
"Entrepotdok 195
1018 AD  AMSTERDAM";Woonfunctie;51m²;52.3660914;4.9220756;house;
"Entrepotdok 196
1018 AD  AMSTERDAM";Woonfunctie;51m²;52.3660915;4.9220903;house;
"Entrepotdok 197
1018 AD  AMSTERDAM";Woonfunctie;102m²;52.3660917;4.9220902;house;
"Entrepotdok 198
1018 AD  AMSTERDAM";Woonfunctie;106m²;52.36619;4.9220158;house;
"Entrepotdok 199
1018 AD  AMSTERDAM";Woonfunctie;106m²;52.3660825;4.9221051;house;
"Entrepotdok 200
1018 AD  AMSTERDAM";Woonfunctie;106m²;52.3660736;4.9221198;house;
"Entrepotdok 201
1018 AD  AMSTERDAM";Woonfunctie;106m²;52.3660737;4.9221345;house;
"Entrepotdok 202
1018 AD  AMSTERDAM";Woonfunctie;142m²;52.3660825;4.9220904;house;
"Entrepotdok 202
1018 AD  AMSTERDAM";Woonfunctie;142m²;52.3660825;4.9220904;house;
"Entrepotdok 203
1018 AD  AMSTERDAM";Woonfunctie;142m²;52.3660649;4.9221933;house;
"Entrepotdok 204
1018 AD  AMSTERDAM";Woonfunctie;171m²;52.366056;4.9222081;house;
"Entrepotdok 205
1018 AD  AMSTERDAM";Woonfunctie;135m²;52.366056;4.9222228;house;
"Entrepotdok 206
1018 AD  AMSTERDAM";Woonfunctie;127m²;52.3660471;4.9222376;house;
"Entrepotdok 207
1018 AD  AMSTERDAM";Woonfunctie;140m²;52.3660382;4.9222524;house;
"Entrepotdok 208
1018 AD  AMSTERDAM";Woonfunctie;127m²;52.3660382;4.922267;house;
"Entrepotdok 209
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3660293;4.9222818;house;
"Entrepotdok 210
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3660294;4.9222965;house;
"Entrepotdok 211
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3660204;4.9223113;house;
"Entrepotdok 212
1018 AD  AMSTERDAM";Woonfunctie;135m²;52.3660115;4.922326;house;
"Entrepotdok 213
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3660115;4.9223407;house;
"Entrepotdok 214
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3660026;4.9223555;house;
"Entrepotdok 215
1018 AD  AMSTERDAM";Woonfunctie;108m²;52.3660027;4.9223702;house;
"Entrepotdok 216
1018 AD  AMSTERDAM";Woonfunctie;107m²;52.3659937;4.922385;house;
"Entrepotdok 217
1018 AD  AMSTERDAM";Woonfunctie;108m²;52.3659848;4.9223997;house;
"Entrepotdok 218
1018 AD  AMSTERDAM";Woonfunctie;128m²;52.3659849;4.9224144;house;
"Entrepotdok 219
1018 AD  AMSTERDAM";Woonfunctie;211m²;52.3659759;4.9224292;house;
"Entrepotdok 220
1018 AD  AMSTERDAM";Woonfunctie;130m²;52.3659761;4.9224291;house;
"Entrepotdok 220
1018 AD  AMSTERDAM";Woonfunctie;130m²;52.3659761;4.9224291;house;
"Sarphatistraat 221 A
1018 BX  AMSTERDAM";Woonfunctie;194m²;52.3663829;4.9230563;house;
"Sarphatistraat 221 B
1018 BX  AMSTERDAM";Woonfunctie;134m²;52.3663829;4.923071;house;
"Sarphatistraat 221 C
1018 BX  AMSTERDAM";Woonfunctie;194m²;52.366383;4.9230856;house;
"Sarphatistraat 221 D
1018 BX  AMSTERDAM";Woonfunctie;134m²;52.366383;4.9231003;house;
"Sarphatistraat 221 E
1018 BX  AMSTERDAM";Woonfunctie;111m²;52.3663831;4.923115;house;
"Sarphatistraat 221 F
1018 BX  AMSTERDAM";Woonfunctie;123m²;52.3663921;4.9231296;house;
"Sarphatistraat 223 A
1018 BX  AMSTERDAM";Woonfunctie;128m²;52.3664284;4.9232026;house;
"Sarphatistraat 223 B
1018 BX  AMSTERDAM";Woonfunctie;112m²;52.3664284;4.9232173;house;
"Sarphatistraat 223 C
1018 BX  AMSTERDAM";Woonfunctie;68m²;52.3664285;4.923232;house;
"Sarphatistraat 223 D
1018 BX  AMSTERDAM";Woonfunctie;151m²;52.3664285;4.9232467;house;
"Sarphatistraat 223 E
1018 BX  AMSTERDAM";Woonfunctie;89m²;52.3664285;4.9232465;house;
"Hoogte Kadijk 410
1018 BW  AMSTERDAM";Woonfunctie;166m²;52.3663464;4.9229245;house;
"Hoogte Kadijk 412
1018 BW  AMSTERDAM";Woonfunctie;165m²;52.3664971;4.9230089;house;
"Hoogte Kadijk 414
1018 BW  AMSTERDAM";Woonfunctie;142m²;52.3665484;4.9229804;house;
"Hoogte Kadijk 416
1018 BW  AMSTERDAM";Woonfunctie;181m²;52.3665296;4.9229788;house;
