date,lesson_time,code,location,size
"Monday, 11 November 2024",13:00 - 15:00,121111302Y,PCH 6.31,15
"Monday, 11 November 2024",11:00 - 13:00,11112L366Y,PCH 6.20,21
"Monday, 11 November 2024",13:00 - 15:00,112110026Y,OIH D2.04,24
"Monday, 11 November 2024",11:00 - 13:00,109121176Y,PCH 0.05,25
"Monday, 11 November 2024",13:00 - 15:00,138110006Y,OMHP D1.09,150
"Monday, 11 November 2024",11:00 - 13:00,124111066Y,PCH 0.11B,24
"Monday, 11 November 2024",11:00 - 13:00,133114056Y,PCH 6.15,4
"Monday, 11 November 2024",11:00 - 13:00,121111066Y,PCH 3.01,25
"Monday, 11 November 2024",11:00 - 13:00,126111056Y,PCH 6.06,20
"Monday, 11 November 2024",11:00 - 13:00,112211086Y,PCH 1.04,60
"Monday, 11 November 2024",11:00 - 13:00,112110026Y,OMHP D0.08,220
"Monday, 11 November 2024",15:00 - 17:00,112110026Y,OMHP D1.18B,24
"Monday, 11 November 2024",15:00 - 17:00,112110026Y,OIH D2.04,24
"Monday, 11 November 2024",15:00 - 17:00,135110136Y,OMHP C0.17,80
"Monday, 11 November 2024",15:00 - 17:00,135221026Y,OMHP D1.09,90
"Monday, 11 November 2024",15:00 - 17:00,124221036Y,PCH 5.37,3
"Monday, 11 November 2024",15:00 - 17:00,125120036Y,OMHP A0.09,20
"Monday, 11 November 2024",15:00 - 17:00,112110026Y,OIH D3.06,24
"Monday, 11 November 2024",15:00 - 17:00,112110026Y,BSH F1.14,24
"Monday, 11 November 2024",15:00 - 17:00,135110206Y,PCH K.05 (Computerzaal),20
"Monday, 11 November 2024",15:00 - 17:00,112123012Y,BSH F2.11B,22
"Monday, 11 November 2024",15:00 - 18:00,11112L086Y,PCH 6.20,19
"Monday, 11 November 2024",15:00 - 18:00,135221146Y,PCH 0.05,20
"Monday, 11 November 2024",15:00 - 18:00,11112L486Y,PCH 0.11B,24
"Monday, 11 November 2024",15:00 - 18:00,119221052Y,OMHP C0.23,24
"Monday, 11 November 2024",15:00 - 18:00,132221066Y,PCH 1.05,39
"Monday, 11 November 2024",16:00 - 19:00,134227046Y,PCH 5.31,11
"Tuesday, 12 November 2024",09:00 - 11:00,11112L326Y,PCH 5.02,23
"Tuesday, 12 November 2024",11:00 - 13:00,11112L166Y,OIH D3.06,29
"Tuesday, 12 November 2024",13:00 - 15:00,112121036Y,OIH D3.06,24
"Tuesday, 12 November 2024",15:00 - 17:00,135110136Y,PCH K.04,25
"Tuesday, 12 November 2024",17:00 - 19:00,135221026Y,PCH 4.04,25
"Tuesday, 12 November 2024",09:00 - 11:00,112121036Y,Aula - Lutherse Kerk 0.00,220
"Tuesday, 12 November 2024",11:00 - 13:00,135110216Y,PCH K.05 (Computerzaal),20
"Tuesday, 12 November 2024",13:00 - 15:00,135110136Y,PCH 5.08,25
"Tuesday, 12 November 2024",15:00 - 17:00,112121036Y,OMHP C1.17,22
"Tuesday, 12 November 2024",17:00 - 19:00,121111302Y,OMHP D0.08,180
"Tuesday, 12 November 2024",09:00 - 11:00,135221016Y,PCH 1.05,50
"Tuesday, 12 November 2024",11:00 - 13:00,112121036Y,OMHP C1.05,22
"Tuesday, 12 November 2024",13:00 - 15:00,135110216Y,PCH K.05 (Computerzaal),20
"Tuesday, 12 November 2024",15:00 - 17:00,130221116Y,PCH 3.19,5
"Tuesday, 12 November 2024",17:00 - 19:00,109226006Y,OMHP C0.17,80
"Tuesday, 12 November 2024",09:00 - 11:00,112123012Y,OMHP A0.08,22
"Tuesday, 12 November 2024",11:00 - 13:00,132112056Y,PCH 4.22,20
"Tuesday, 12 November 2024",13:00 - 15:00,135221026Y,PCH 0.11B,25
"Tuesday, 12 November 2024",15:00 - 17:00,112121036Y,UT 1.01,22
"Tuesday, 12 November 2024",17:00 - 19:00,130221076Y,PCH 1.05,50
"Tuesday, 12 November 2024",09:00 - 11:00,110333019Y,OMHP C0.17,40
"Tuesday, 12 November 2024",11:00 - 13:00,133114056Y,PCH 2.12,4
"Tuesday, 12 November 2024",13:00 - 15:00,135221026Y,OMHP C0.23,25
"Tuesday, 12 November 2024",15:00 - 17:00,118121002Y,OMHP D0.09,150
"Tuesday, 12 November 2024",17:00 - 19:00,118121002Y,OMHP D0.09,150
"Tuesday, 12 November 2024",09:00 - 11:00,11112L406Y,PCH 0.11B,25
"Tuesday, 12 November 2024",11:00 - 13:00,133111056Y,PCH 4.11,23
"Tuesday, 12 November 2024",13:00 - 15:00,112121036Y,OMHP C1.05,22
"Tuesday, 12 November 2024",15:00 - 17:00,112221022Y,OMHP C0.17,80
"Tuesday, 12 November 2024",09:00 - 11:00,112211086Y,OMHP C1.05,22
"Tuesday, 12 November 2024",11:00 - 13:00,133112026Y,PCH 6.06,20
"Tuesday, 12 November 2024",13:00 - 15:00,112121036Y,OIH D2.04,24
"Tuesday, 12 November 2024",15:00 - 17:00,112123012Y,OMHP C1.05,22
"Tuesday, 12 November 2024",09:00 - 12:00,11112L486Y,PCH 0.05,28
"Tuesday, 12 November 2024",12:00 - 15:00,119221052Y,OMHP C3.23,24
"Tuesday, 12 November 2024",15:00 - 17:00,112211086Y,OIH D3.06,22
"Tuesday, 12 November 2024",09:00 - 12:00,119221052Y,OMHP C3.23,24
"Tuesday, 12 November 2024",12:00 - 15:00,119221052Y,OMHP A1.18C,24
"Tuesday, 12 November 2024",15:00 - 18:00,135221146Y,PCH 3.01,20
"Tuesday, 12 November 2024",09:00 - 12:00,132111056Y,PCH 5.37,9
"Tuesday, 12 November 2024",13:00 - 15:00,112121036Y,PCH K.04,22
"Tuesday, 12 November 2024",09:00 - 12:00,132121066Y,PCH 4.40,20
"Tuesday, 12 November 2024",13:00 - 15:00,112123012Y,OMHP D1.18A,22
"Tuesday, 12 November 2024",15:00 - 18:00,119221052Y,OMHP C3.23,24
"Tuesday, 12 November 2024",09:00 - 12:00,125221026Y,OMHP D1.18A,20
"Tuesday, 12 November 2024",13:00 - 15:00,125120036Y,BG2 0.08,20
"Tuesday, 12 November 2024",13:00 - 15:00,112219002Y,BSH F2.11C,15
"Tuesday, 12 November 2024",15:00 - 18:00,134121306Y,PCH 3.08,24
"Tuesday, 12 November 2024",09:00 - 14:00,119221012Y,OMHP D0.08,250
"Tuesday, 12 November 2024",14:00 - 19:00,119221042Y,OMHP E1.08,18
"Tuesday, 12 November 2024",10:00 - 13:00,133123016Y,PCH 6.15,13
"Tuesday, 12 November 2024",13:00 - 15:00,112121036Y,PCH 0.12 (Active Learning Space),24
"Tuesday, 12 November 2024",11:00 - 13:00,11112L406Y,PCH 0.11B,25
"Tuesday, 12 November 2024",14:00 - 19:00,119221042Y,OMHP E2.12,18
"Tuesday, 12 November 2024",11:00 - 13:00,112211086Y,OMHP A0.09,22
"Tuesday, 12 November 2024",14:00 - 19:00,119221042Y,OMHP C2.05,18
"Tuesday, 12 November 2024",11:00 - 13:00,112211086Y,OMHP A0.08,22
"Tuesday, 12 November 2024",14:00 - 19:00,119221042Y,OIH E0.14B,18
"Tuesday, 12 November 2024",11:00 - 15:00,119121002Y,OMHP D1.08,340
"Tuesday, 12 November 2024",14:00 - 20:00,119221042Y,BG1 0.13,18
"Tuesday, 12 November 2024",14:00 - 20:00,119221042Y,BG1 0.04,18
"Wednesday, 13 November 2024",09:00 - 11:00,11112L206Y,PCH 3.08,23
"Wednesday, 13 November 2024",11:00 - 13:00,135221016Y,PCH 3.01,25
"Wednesday, 13 November 2024",13:00 - 14:00,132221066Y,PCH 5.25,15
"Wednesday, 13 November 2024",09:00 - 11:00,11112L246Y,PCH 4.40,17
"Wednesday, 13 November 2024",11:00 - 13:00,130120126Y,PCH 1.04,28
"Wednesday, 13 November 2024",13:00 - 15:00,135110136Y,PCH 5.08,25
"Wednesday, 13 November 2024",09:00 - 11:00,135221016Y,OMHP F0.01,30
"Wednesday, 13 November 2024",11:00 - 13:00,132112056Y,PCH 6.06,20
"Wednesday, 13 November 2024",13:00 - 15:00,135221016Y,PCH 0.05,30
"Wednesday, 13 November 2024",09:00 - 11:00,112121036Y,OIH D3.06,22
"Wednesday, 13 November 2024",11:00 - 13:00,109121176Y,PCH 4.11,25
"Wednesday, 13 November 2024",13:00 - 15:00,132221066Y,PCH 6.15,3
"Wednesday, 13 November 2024",09:00 - 11:00,11112L366Y,PCH 6.20,21
"Wednesday, 13 November 2024",11:00 - 13:00,109226006Y,OIH D3.06,32
"Wednesday, 13 November 2024",13:00 - 15:00,109226006Y,OMHP D1.18A,24
"Wednesday, 13 November 2024",09:00 - 11:00,112121036Y,BSH F2.11B,22
"Wednesday, 13 November 2024",11:00 - 13:00,124221076Y,PCH 6.15,5
"Wednesday, 13 November 2024",13:00 - 15:00,125120036Y,OMHP F0.01,20
"Wednesday, 13 November 2024",09:00 - 11:00,121111066Y,PCH 0.05,25
"Wednesday, 13 November 2024",11:00 - 13:00,121111066Y,PCH 0.05,25
"Wednesday, 13 November 2024",13:00 - 15:00,112219002Y,OIH D3.06,15
"Wednesday, 13 November 2024",09:00 - 11:00,133112026Y,PCH 4.11,21
"Wednesday, 13 November 2024",11:00 - 13:00,126111056Y,PCH 5.25,20
"Wednesday, 13 November 2024",13:00 - 15:00,112211086Y,UT 1.01,22
"Wednesday, 13 November 2024",09:00 - 11:00,118110116Y,OMHP D1.08,340
"Wednesday, 13 November 2024",11:00 - 13:00,133111056Y,PCH K.05 (Computerzaal),20
"Wednesday, 13 November 2024",09:00 - 11:00,138110006Y,OMHP D1.09,150
"Wednesday, 13 November 2024",11:00 - 13:00,112123012Y,REC L2.04,22
"Wednesday, 13 November 2024",09:00 - 12:00,11112L286Y,OMHP A0.09,31
"Wednesday, 13 November 2024",12:00 - 13:00,125120036Y,OMHP E0.12,20
"Wednesday, 13 November 2024",09:00 - 12:00,135221146Y,PCH 5.02,24
"Wednesday, 13 November 2024",12:00 - 15:00,119121002Y,PCH 6.05,20
"Wednesday, 13 November 2024",09:00 - 12:00,119221022Y,OMHP C0.23,24
"Wednesday, 13 November 2024",12:00 - 15:00,119121002Y,OMHP C2.05,20
"Wednesday, 13 November 2024",09:00 - 12:00,119221022Y,OMHP C3.23,24
"Wednesday, 13 November 2024",12:00 - 15:00,119121002Y,OIH E0.14B,20
"Wednesday, 13 November 2024",09:00 - 12:00,119221022Y,OMHP C1.17,24
"Wednesday, 13 November 2024",12:00 - 15:00,119221022Y,OMHP C0.23,24
"Wednesday, 13 November 2024",09:00 - 12:00,134121306Y,PCH 0.11B,25
"Wednesday, 13 November 2024",12:00 - 15:00,119221022Y,OMHP C1.17,24
"Wednesday, 13 November 2024",09:00 - 14:00,119221042Y,OMHP E1.08,18
"Wednesday, 13 November 2024",09:00 - 14:00,119221042Y,OMHP E2.12,18
"Wednesday, 13 November 2024",09:00 - 14:00,119221042Y,PCH 6.31,18
"Wednesday, 13 November 2024",09:00 - 14:00,119221042Y,OMHP A0.08,35
"Wednesday, 13 November 2024",09:00 - 15:00,119221042Y,BG1 0.13,18
"Wednesday, 13 November 2024",09:00 - 15:00,119221042Y,BG1 0.04,18
"Wednesday, 13 November 2024",10:00 - 13:00,11112L086Y,PCH 5.08,26
"Wednesday, 13 November 2024",12:00 - 15:00,119221022Y,OMHP C3.23,24
"Wednesday, 13 November 2024",12:00 - 15:00,119121002Y,OMHP C2.17,20
"Wednesday, 13 November 2024",15:00 - 17:00,135110136Y,PCH 1.04,25
"Wednesday, 13 November 2024",17:00 - 19:00,121111302Y,OMHP D0.09,150
"Wednesday, 13 November 2024",15:00 - 17:00,135221026Y,PCH 0.05,25
"Wednesday, 13 November 2024",15:00 - 17:00,130221086Y,PCH 3.19,15
"Wednesday, 13 November 2024",15:00 - 17:00,132221066Y,PCH 6.06,14
"Wednesday, 13 November 2024",15:00 - 17:00,132221066Y,PCH 6.15,6
"Wednesday, 13 November 2024",15:00 - 17:00,112211086Y,OMHP A0.09,22
"Wednesday, 13 November 2024",15:00 - 18:00,11112L486Y,PCH 4.04,25
"Wednesday, 13 November 2024",15:00 - 18:00,119121002Y,OMHP C2.05,20
"Wednesday, 13 November 2024",15:00 - 18:00,119121002Y,PCH 6.05,20
"Wednesday, 13 November 2024",15:00 - 18:00,119121002Y,OIH E0.14B,20
"Wednesday, 13 November 2024",15:00 - 18:00,119221022Y,OMHP C3.23,24
"Wednesday, 13 November 2024",15:00 - 18:00,134121306Y,PCH 0.11B,24
"Wednesday, 13 November 2024",15:00 - 18:00,119121002Y,OMHP C2.17,20
"Wednesday, 13 November 2024",15:00 - 18:00,118121002Y,PCH 5.31,20
"Wednesday, 13 November 2024",15:00 - 19:00,112211086Y,PCH 4.11,22
"Wednesday, 13 November 2024",16:00 - 19:00,134227046Y,PCH 6.31,11
"Thursday, 14 November 2024",09:00 - 11:00,135221016Y,REC V2.12,30
"Thursday, 14 November 2024",11:00 - 12:00,125120036Y,OMHP A1.18D,20
"Thursday, 14 November 2024",12:00 - 15:00,119121002Y,PCH 6.05,20
"Thursday, 14 November 2024",09:00 - 11:00,135221026Y,PCH 3.01,25
"Thursday, 14 November 2024",11:00 - 13:00,11112L166Y,BSH F2.11B,29
"Thursday, 14 November 2024",13:00 - 14:00,125120026Y,OMHP C1.05,20
"Thursday, 14 November 2024",09:00 - 11:00,11112L406Y,PCH 1.14,20
"Thursday, 14 November 2024",11:00 - 13:00,11112L326Y,OMHP E0.13,20
"Thursday, 14 November 2024",13:00 - 15:00,119221022Y,OMHP D1.09,200
"Thursday, 14 November 2024",09:00 - 11:00,112121036Y,OMHP C1.05,24
"Thursday, 14 November 2024",11:00 - 13:00,135110216Y,PCH K.05 (Computerzaal),20
"Thursday, 14 November 2024",13:00 - 15:00,135110216Y,PCH K.05 (Computerzaal),20
"Thursday, 14 November 2024",09:00 - 11:00,125120036Y,OMHP A1.18D,20
"Thursday, 14 November 2024",11:00 - 13:00,135221016Y,REC V2.14,30
"Thursday, 14 November 2024",13:00 - 15:00,135110136Y,OMHP D0.09,100
"Thursday, 14 November 2024",09:00 - 11:00,11112L326Y,OMHP C0.17,40
"Thursday, 14 November 2024",11:00 - 13:00,130120126Y,PCH 3.01,28
"Thursday, 14 November 2024",13:00 - 15:00,130221086Y,PCH 3.19,15
"Thursday, 14 November 2024",09:00 - 11:00,112121036Y,OIH E0.14C,20
"Thursday, 14 November 2024",11:00 - 13:00,132112056Y,PCH 4.22,20
"Thursday, 14 November 2024",13:00 - 15:00,124221036Y,PCH 5.37,3
"Thursday, 14 November 2024",09:00 - 11:00,11112L406Y,PCH 4.11,20
"Thursday, 14 November 2024",11:00 - 13:00,133111056Y,PCH 4.11,23
"Thursday, 14 November 2024",13:00 - 15:00,121111302Y,PCH 6.15,15
"Thursday, 14 November 2024",09:00 - 11:00,112211086Y,BSH F1.14,22
"Thursday, 14 November 2024",11:00 - 13:00,133114056Y,PCH 2.12,4
"Thursday, 14 November 2024",13:00 - 15:00,121111302Y,PCH 6.20,22
"Thursday, 14 November 2024",09:00 - 12:00,11112L286Y,OIH D3.06,32
"Thursday, 14 November 2024",12:00 - 15:00,119121002Y,OMHP C2.05,20
"Thursday, 14 November 2024",09:00 - 12:00,11112L486Y,PCH 0.11B,28
"Thursday, 14 November 2024",12:00 - 15:00,119121002Y,OIH E0.14B,20
"Thursday, 14 November 2024",09:00 - 12:00,118121002Y,OMHP A1.18C,20
"Thursday, 14 November 2024",12:00 - 15:00,119221012Y,OMHP A1.18C,25
"Thursday, 14 November 2024",09:00 - 12:00,119121002Y,OMHP C3.23,20
"Thursday, 14 November 2024",12:00 - 15:00,119121002Y,OMHP C3.23,20
"Thursday, 14 November 2024",09:00 - 12:00,119121002Y,PCH 6.05,20
"Thursday, 14 November 2024",12:00 - 15:00,118121002Y,REC JK3.85,20
"Thursday, 14 November 2024",09:00 - 12:00,119121002Y,OMHP C2.05,20
"Thursday, 14 November 2024",12:00 - 15:00,119121002Y,OMHP C2.23,20
"Thursday, 14 November 2024",09:00 - 12:00,132111056Y,PCH 5.37,9
"Thursday, 14 November 2024",13:00 - 15:00,121111302Y,PCH 3.01,25
"Thursday, 14 November 2024",09:00 - 12:00,132121066Y,PCH 5.25,20
"Thursday, 14 November 2024",13:00 - 15:00,112219002Y,PCH 6.06,15
"Thursday, 14 November 2024",09:00 - 12:00,125221156Y,OMHP C2.23,20
"Thursday, 14 November 2024",09:00 - 12:00,134121306Y,PCH K.04,24
"Thursday, 14 November 2024",09:00 - 12:00,133112026Y,BSH F2.11C,22
"Thursday, 14 November 2024",09:00 - 14:00,119221042Y,OMHP A0.08,35
"Thursday, 14 November 2024",09:00 - 14:00,119221042Y,OMHP E1.08,18
"Thursday, 14 November 2024",09:00 - 14:00,119221042Y,OMHP E2.12,18
"Thursday, 14 November 2024",09:00 - 14:00,119221042Y,PCH 6.31,18
"Thursday, 14 November 2024",09:00 - 15:00,119221042Y,BG1 0.13,18
"Thursday, 14 November 2024",09:00 - 15:00,119221042Y,BG1 0.04,18
"Thursday, 14 November 2024",10:00 - 13:00,11112L086Y,PCH 6.06,19
"Thursday, 14 November 2024",11:00 - 13:00,112211086Y,BSH F1.14,22
"Thursday, 14 November 2024",15:00 - 17:00,135221146Y,PCH 3.01,20
"Thursday, 14 November 2024",15:00 - 17:00,121111302Y,PCH 6.06,20
"Thursday, 14 November 2024",15:00 - 17:00,130221076Y,PCH 1.05,50
"Thursday, 14 November 2024",15:00 - 17:00,112123012Y,OMHP D1.18B,22
"Thursday, 14 November 2024",15:00 - 18:00,11112L486Y,PCH 0.05,28
"Thursday, 14 November 2024",15:00 - 18:00,112110026Y,OMHP D0.08,225
"Thursday, 14 November 2024",15:00 - 18:00,119121002Y,OMHP C3.23,20
"Friday, 15 November 2024",09:00 - 11:00,112121036Y,OMHP C1.05,22
"Friday, 15 November 2024",11:00 - 13:00,11112L206Y,PCH 1.14,23
"Friday, 15 November 2024",13:00 - 15:00,112121036Y,PCH 6.20,22
"Friday, 15 November 2024",09:00 - 11:00,135221016Y,OMHP F0.01,30
"Friday, 15 November 2024",11:00 - 13:00,11112L326Y,PCH 6.20,23
"Friday, 15 November 2024",13:00 - 15:00,121111302Y,PCH 5.19,18
"Friday, 15 November 2024",09:00 - 11:00,135221026Y,PCH 3.01,25
"Friday, 15 November 2024",11:00 - 13:00,135221146Y,PCH 3.01,20
"Friday, 15 November 2024",13:00 - 15:00,130221116Y,PCH 5.31,5
"Friday, 15 November 2024",09:00 - 11:00,135221146Y,PCH 4.04,24
"Friday, 15 November 2024",11:00 - 13:00,11112L406Y,PCH 5.08,25
"Friday, 15 November 2024",13:00 - 15:00,110333019Y,OMHP D1.09,40
"Friday, 15 November 2024",09:00 - 11:00,112121036Y,OIH D2.04,24
"Friday, 15 November 2024",11:00 - 13:00,112121036Y,OMHP C1.05,22
"Friday, 15 November 2024",09:00 - 11:00,112121036Y,BSH F1.14,22
"Friday, 15 November 2024",11:00 - 13:00,112121036Y,BSH F1.14,20
"Friday, 15 November 2024",09:00 - 11:00,11112L406Y,PCH 0.05,25
"Friday, 15 November 2024",11:00 - 13:00,130120126Y,PCH 0.11B,28
"Friday, 15 November 2024",09:00 - 11:00,112121036Y,OMHP D1.18B,24
"Friday, 15 November 2024",11:00 - 13:00,109121176Y,PCH 4.11,25
"Friday, 15 November 2024",09:00 - 11:00,124111066Y,PCH 0.11B,24
"Friday, 15 November 2024",11:00 - 13:00,124221076Y,PCH 6.06,5
"Friday, 15 November 2024",09:00 - 11:00,121111066Y,PCH 5.08,25
"Friday, 15 November 2024",11:00 - 13:00,121111066Y,PCH 3.08,25
"Friday, 15 November 2024",09:00 - 11:00,118110116Y,OMHP D1.08,340
"Friday, 15 November 2024",11:00 - 13:00,112123012Y,OIH D3.06,22
"Friday, 15 November 2024",09:00 - 11:00,112221022Y,OIH E0.14B,22
"Friday, 15 November 2024",11:00 - 13:00,112221022Y,BSH F2.11C,22
"Friday, 15 November 2024",09:00 - 12:00,11112L286Y,OMHP A0.08,31
"Friday, 15 November 2024",12:00 - 15:00,118121002Y,OMHP C2.05,20
"Friday, 15 November 2024",09:00 - 12:00,119221012Y,OMHP A1.18C,25
"Friday, 15 November 2024",12:00 - 15:00,118121002Y,PCH 6.05,20
"Friday, 15 November 2024",09:00 - 12:00,119221012Y,OMHP C1.17,25
"Friday, 15 November 2024",12:00 - 15:00,119121002Y,OIH E0.14B,20
"Friday, 15 November 2024",09:00 - 12:00,125221026Y,OMHP D1.18A,20
"Friday, 15 November 2024",12:00 - 15:00,119221012Y,OMHP A1.18C,25
"Friday, 15 November 2024",10:00 - 11:00,124221076Y,PCH 6.06,5
"Friday, 15 November 2024",11:00 - 13:00,112211086Y,OMHP C2.17,22
"Friday, 15 November 2024",10:00 - 13:00,133123016Y,PCH 4.22,13
"Friday, 15 November 2024",10:00 - 13:00,133112026Y,UT 1.01,21
"Friday, 15 November 2024",11:00 - 14:00,126111056Y,PCH 0.05,25
"Friday, 15 November 2024",12:00 - 15:00,119221012Y,OMHP C3.23,25
"Friday, 15 November 2024",12:00 - 15:00,119221012Y,OMHP C1.17,25
"Friday, 15 November 2024",12:00 - 15:00,118121002Y,BG1 0.13,20
"Friday, 15 November 2024",15:00 - 17:00,121111302Y,PCH 5.31,20
"Friday, 15 November 2024",15:00 - 17:00,124111066Y,PCH 5.31,0
"Friday, 15 November 2024",15:00 - 17:00,112211086Y,OMHP C0.23,22
"Friday, 15 November 2024",15:00 - 18:00,118121002Y,OMHP C2.05,20
"Friday, 15 November 2024",15:00 - 18:00,119221012Y,OMHP A1.18C,25
"Friday, 15 November 2024",15:00 - 18:00,119221012Y,OMHP C3.23,25
"Friday, 15 November 2024",15:00 - 18:00,118121002Y,UT 1.01A,20
"Friday, 15 November 2024",15:00 - 18:00,118121002Y,BG1 0.13,20
"Monday, 11 November 2024",09:00 - 11:00,136221430Y,UT 1.01A,26
"Monday, 11 November 2024",12:00 - 15:00,136221356Y,UT 1.01A,25
"Monday, 11 November 2024",09:00 - 12:00,136113002Y,OMHP C3.17,28
"Monday, 11 November 2024",12:00 - 15:00,136113002Y,OMHP C3.17,28
"Monday, 11 November 2024",09:00 - 12:00,136113002Y,BG2 0.08,28
"Monday, 11 November 2024",10:00 - 15:00,117217012Y,BG2 0.08,29
"Monday, 11 November 2024",15:00 - 17:00,116221096Y,OMHP C1.05,20
"Monday, 11 November 2024",17:00 - 19:00,136111036Y,OMHP D1.09,170
"Monday, 11 November 2024",15:00 - 17:00,116217166Y,OMHP C3.17,25
"Monday, 11 November 2024",15:00 - 17:00,136221100Y,BG2 0.02 (Samenwerkingsruimte),24
"Monday, 11 November 2024",15:00 - 17:00,117121036Y,REC JKB.25,59
"Monday, 11 November 2024",15:00 - 17:00,136213136Y,OMHP C3.23,22
"Monday, 11 November 2024",15:00 - 17:00,136111036Y,OMHP D0.09,170
"Monday, 11 November 2024",15:00 - 19:00,145424012Y,OMHP C1.23,20
"Tuesday, 12 November 2024",09:00 - 11:00,116221176Y,OIH D3.06,25
"Tuesday, 12 November 2024",11:00 - 13:00,116221066Y,OMHP C1.17,50
"Tuesday, 12 November 2024",13:00 - 15:00,139222016Y,PCH 3.08,20
"Tuesday, 12 November 2024",09:00 - 11:00,146421246Y,BG2 0.08,32
"Tuesday, 12 November 2024",11:00 - 13:00,136113002Y,OMHP D0.09,130
"Tuesday, 12 November 2024",13:00 - 15:00,136221440Y,UT 1.01,25
"Tuesday, 12 November 2024",09:00 - 11:00,136113002Y,UT 1.01A,28
"Tuesday, 12 November 2024",11:00 - 14:00,115221176Y,UT 1.01A,28
"Tuesday, 12 November 2024",14:00 - 15:00,136111026Y,OMHP E0.13,25
"Tuesday, 12 November 2024",09:00 - 12:00,136221086Y,OMHP C1.23,28
"Tuesday, 12 November 2024",12:00 - 15:00,116116136Y,UT 3.01,55
"Tuesday, 12 November 2024",10:00 - 13:00,136215056Y,REC JKB.11,70
"Tuesday, 12 November 2024",10:00 - 13:00,147625026Y,REC JKB.11,22
"Tuesday, 12 November 2024",11:00 - 14:00,117117062Y,OMHP C2.05,26
"Tuesday, 12 November 2024",11:00 - 15:00,145424012Y,OMHP E0.12,22
"Tuesday, 12 November 2024",15:00 - 17:00,109216016Y,OMHP D1.08,150
"Tuesday, 12 November 2024",17:00 - 19:00,136111036Y,OMHP D1.08,170
"Tuesday, 12 November 2024",15:00 - 17:00,139222016Y,PCH 5.25,20
"Tuesday, 12 November 2024",17:00 - 19:00,129221026Y,PCH 1.04,80
"Tuesday, 12 November 2024",15:00 - 17:00,136111036Y,OMHP D0.08,170
"Tuesday, 12 November 2024",17:00 - 19:00,77613904AY,REC M1.01,150
"Tuesday, 12 November 2024",19:00 - 21:00,136214062Y,OMHP C0.17,48
"Wednesday, 13 November 2024",13:00 - 15:00,109216016Y,OMHP C2.23,28
"Wednesday, 13 November 2024",15:00 - 17:00,116221096Y,OMHP D1.18B,20
"Wednesday, 13 November 2024",09:00 - 11:00,77533400UY,REC M1.01,300
"Wednesday, 13 November 2024",11:00 - 13:00,109216016Y,OMHP C2.23,22
"Wednesday, 13 November 2024",13:00 - 15:00,116221156Y,OMHP C0.17,65
"Wednesday, 13 November 2024",15:00 - 17:00,116217166Y,OMHP A1.18C,25
"Wednesday, 13 November 2024",09:00 - 11:00,136221430Y,OMHP E2.01,22
"Wednesday, 13 November 2024",11:00 - 13:00,136221100Y,OIH D2.04,24
"Wednesday, 13 November 2024",13:00 - 15:00,136213136Y,PCH 0.11B,22
"Wednesday, 13 November 2024",15:00 - 18:00,115221086Y,UT 1.01A,25
"Wednesday, 13 November 2024",09:00 - 11:00,136221420Y,OMHP E0.12,26
"Wednesday, 13 November 2024",11:00 - 13:00,77533400UY,REC A2.09,60
"Wednesday, 13 November 2024",14:00 - 17:00,146421256Y,REC L2.03,32
"Wednesday, 13 November 2024",15:00 - 18:00,136221126Y,OMHP C1.17,35
"Wednesday, 13 November 2024",09:00 - 12:00,115221086Y,UT 1.01A,25
"Thursday, 14 November 2024",09:00 - 11:00,116221176Y,OMHP C1.23,25
"Thursday, 14 November 2024",11:00 - 12:00,146421246Y,BG2 0.08,32
"Thursday, 14 November 2024",12:00 - 15:00,136113002Y,OMHP C3.17,28
"Thursday, 14 November 2024",15:00 - 17:00,109216016Y,OMHP E0.12,22
"Thursday, 14 November 2024",17:00 - 19:00,129221026Y,OMHP D1.09,80
"Thursday, 14 November 2024",09:00 - 11:00,115221186Y,UT 1.01A,48
"Thursday, 14 November 2024",11:00 - 13:00,136221440Y,REC JKK.18,23
"Thursday, 14 November 2024",13:00 - 15:00,109216016Y,OMHP C1.23,28
"Thursday, 14 November 2024",15:00 - 17:00,139222016Y,PCH 5.25,20
"Thursday, 14 November 2024",09:00 - 11:00,146421246Y,BG2 0.08,32
"Thursday, 14 November 2024",12:00 - 15:00,116116136Y,PCH 1.05,55
"Thursday, 14 November 2024",15:00 - 18:00,136221276Y,OMHP C1.23,25
"Thursday, 14 November 2024",09:00 - 12:00,136113002Y,OMHP C3.17,28
"Thursday, 14 November 2024",13:00 - 15:00,139222016Y,PCH 0.05,20
"Thursday, 14 November 2024",09:00 - 12:00,136113002Y,OMHP E2.01,28
"Thursday, 14 November 2024",13:00 - 15:00,775334005Y,OMHP D1.08,300
"Thursday, 14 November 2024",09:00 - 12:00,117117062Y,UT 3.01,26
"Thursday, 14 November 2024",13:00 - 15:00,136214062Y,OMHP C2.17,40
"Thursday, 14 November 2024",10:00 - 13:00,113221566Y,OMHP C2.17,15
"Thursday, 14 November 2024",13:00 - 17:00,145424012Y,UT 1.01A,22
"Thursday, 14 November 2024",14:00 - 17:00,117117062Y,PCH 2.14,14
"Friday, 15 November 2024",09:00 - 10:00,146421256Y,REC L2.03,32
"Friday, 15 November 2024",10:00 - 11:00,146421256Y,REC L2.03,32
